m,TagName,
"2020-12-01 00:00:00","javascript","16091"
"2020-12-01 00:00:00","assembly","298"
"2020-12-01 00:00:00","c#","5765"
"2020-12-01 00:00:00","c","2657"
"2020-12-01 00:00:00","c++","4469"
"2020-12-01 00:00:00","java","7871"
"2020-12-01 00:00:00","python","22320"
"2020-12-01 00:00:00","go","539"
"2020-12-01 00:00:00","php","4823"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","ruby","503"
"2020-12-01 00:00:00","r","4352"
"2020-12-01 00:00:00","swift","2115"
"2021-01-01 00:00:00","java","8238"
"2021-01-01 00:00:00","javascript","17204"
"2021-01-01 00:00:00","c++","4158"
"2021-01-01 00:00:00","delphi","204"
"2021-01-01 00:00:00","assembly","314"
"2021-01-01 00:00:00","c","2593"
"2021-01-01 00:00:00","python","23270"
"2021-01-01 00:00:00","c#","6299"
"2021-01-01 00:00:00","r","4410"
"2021-01-01 00:00:00","php","4854"
"2021-01-01 00:00:00","ruby","531"
"2021-01-01 00:00:00","go","571"
"2021-01-01 00:00:00","perl","146"
"2021-01-01 00:00:00","swift","2381"
"2021-02-01 00:00:00","delphi","201"
"2021-02-01 00:00:00","javascript","17903"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","java","9119"
"2021-02-01 00:00:00","assembly","256"
"2021-02-01 00:00:00","c#","6588"
"2021-02-01 00:00:00","r","5030"
"2021-02-01 00:00:00","c","2348"
"2021-02-01 00:00:00","python","24912"
"2021-02-01 00:00:00","php","5222"
"2021-02-01 00:00:00","c++","4448"
"2021-02-01 00:00:00","go","624"
"2021-02-01 00:00:00","ruby","602"
"2021-02-01 00:00:00","swift","2718"
"2021-03-01 00:00:00","assembly","338"
"2021-03-01 00:00:00","c++","4712"
"2021-03-01 00:00:00","c","2641"
"2021-03-01 00:00:00","c#","7299"
"2021-03-01 00:00:00","delphi","271"
"2021-03-01 00:00:00","javascript","19768"
"2021-03-01 00:00:00","java","10380"
"2021-03-01 00:00:00","go","821"
"2021-03-01 00:00:00","php","5545"
"2021-03-01 00:00:00","ruby","568"
"2021-03-01 00:00:00","python","28091"
"2021-03-01 00:00:00","swift","2903"
"2021-03-01 00:00:00","perl","154"
"2021-03-01 00:00:00","r","6073"
"2021-04-01 00:00:00","java","9470"
"2021-04-01 00:00:00","c#","6734"
"2021-04-01 00:00:00","perl","142"
"2021-04-01 00:00:00","javascript","18584"
"2021-04-01 00:00:00","assembly","342"
"2021-04-01 00:00:00","c++","4309"
"2021-04-01 00:00:00","c","2446"
"2021-04-01 00:00:00","php","5077"
"2021-04-01 00:00:00","python","26427"
"2021-04-01 00:00:00","swift","2510"
"2021-04-01 00:00:00","r","5604"
"2021-04-01 00:00:00","ruby","602"
"2021-04-01 00:00:00","delphi","186"
"2021-04-01 00:00:00","go","681"
"2021-05-01 00:00:00","c++","4576"
"2021-05-01 00:00:00","delphi","179"
"2021-05-01 00:00:00","java","9671"
"2021-05-01 00:00:00","c","2243"
"2021-05-01 00:00:00","python","26012"
"2021-05-01 00:00:00","c#","6527"
"2021-05-01 00:00:00","assembly","322"
"2021-05-01 00:00:00","go","696"
"2021-05-01 00:00:00","swift","2202"
"2021-05-01 00:00:00","javascript","18385"
"2021-05-01 00:00:00","perl","122"
"2021-05-01 00:00:00","r","5390"
"2021-05-01 00:00:00","ruby","446"
"2021-05-01 00:00:00","php","5060"
"2021-06-01 00:00:00","php","4852"
"2021-06-01 00:00:00","c#","6411"
"2021-06-01 00:00:00","go","643"
"2021-06-01 00:00:00","assembly","275"
"2021-06-01 00:00:00","c++","4170"
"2021-06-01 00:00:00","python","24509"
"2021-06-01 00:00:00","c","1995"
"2021-06-01 00:00:00","delphi","133"
"2021-06-01 00:00:00","javascript","17607"
"2021-06-01 00:00:00","java","9188"
"2021-06-01 00:00:00","ruby","469"
"2021-06-01 00:00:00","perl","157"
"2021-06-01 00:00:00","swift","2114"
"2021-06-01 00:00:00","r","4940"
"2021-07-01 00:00:00","delphi","147"
"2021-07-01 00:00:00","perl","140"
"2021-07-01 00:00:00","php","4605"
"2021-07-01 00:00:00","java","8331"
"2021-07-01 00:00:00","c#","5929"
"2021-07-01 00:00:00","assembly","187"
"2021-07-01 00:00:00","c++","3779"
"2021-07-01 00:00:00","c","1717"
"2021-07-01 00:00:00","go","646"
"2021-07-01 00:00:00","r","4675"
"2021-07-01 00:00:00","ruby","500"
"2021-07-01 00:00:00","javascript","17328"
"2021-07-01 00:00:00","swift","2272"
"2021-07-01 00:00:00","python","24095"
"2021-08-01 00:00:00","java","7945"
"2021-08-01 00:00:00","assembly","166"
"2021-08-01 00:00:00","go","784"
"2021-08-01 00:00:00","c","1620"
"2021-08-01 00:00:00","c#","5757"
"2021-08-01 00:00:00","delphi","141"
"2021-08-01 00:00:00","python","23106"
"2021-08-01 00:00:00","c++","3478"
"2021-08-01 00:00:00","javascript","17034"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","r","4573"
"2021-08-01 00:00:00","php","4584"
"2021-08-01 00:00:00","swift","2193"
"2021-08-01 00:00:00","ruby","508"
"2021-09-01 00:00:00","java","7801"
"2021-09-01 00:00:00","c++","3919"
"2021-09-01 00:00:00","assembly","197"
"2021-09-01 00:00:00","c#","5761"
"2021-09-01 00:00:00","c","1804"
"2021-09-01 00:00:00","javascript","16682"
"2021-09-01 00:00:00","delphi","143"
"2021-09-01 00:00:00","go","659"
"2021-09-01 00:00:00","perl","114"
"2021-09-01 00:00:00","ruby","507"
"2021-09-01 00:00:00","php","4316"
"2021-09-01 00:00:00","swift","1938"
"2021-09-01 00:00:00","python","21951"
"2021-09-01 00:00:00","r","4329"
"2021-10-01 00:00:00","java","7804"
"2021-10-01 00:00:00","assembly","223"
"2021-10-01 00:00:00","c#","6051"
"2021-10-01 00:00:00","delphi","150"
"2021-10-01 00:00:00","c","2208"
"2021-10-01 00:00:00","go","761"
"2021-10-01 00:00:00","javascript","16255"
"2021-10-01 00:00:00","php","4297"
"2021-10-01 00:00:00","c++","4091"
"2021-10-01 00:00:00","perl","131"
"2021-10-01 00:00:00","python","22999"
"2021-10-01 00:00:00","r","4751"
"2021-10-01 00:00:00","ruby","480"
"2021-10-01 00:00:00","swift","1852"
"2021-11-01 00:00:00","java","8325"
"2021-11-01 00:00:00","delphi","151"
"2021-11-01 00:00:00","c++","4186"
"2021-11-01 00:00:00","c","2347"
"2021-11-01 00:00:00","assembly","312"
"2021-11-01 00:00:00","c#","6420"
"2021-11-01 00:00:00","python","23519"
"2021-11-01 00:00:00","go","710"
"2021-11-01 00:00:00","perl","81"
"2021-11-01 00:00:00","javascript","15904"
"2021-11-01 00:00:00","swift","1772"
"2021-11-01 00:00:00","r","4640"
"2021-11-01 00:00:00","ruby","449"
"2021-11-01 00:00:00","php","4153"
"2021-12-01 00:00:00","delphi","158"
"2021-12-01 00:00:00","javascript","15495"
"2021-12-01 00:00:00","c++","3908"
"2021-12-01 00:00:00","assembly","290"
"2021-12-01 00:00:00","c#","5812"
"2021-12-01 00:00:00","c","2278"
"2021-12-01 00:00:00","python","22318"
"2021-12-01 00:00:00","java","7640"
"2021-12-01 00:00:00","php","3813"
"2021-12-01 00:00:00","perl","104"
"2021-12-01 00:00:00","ruby","439"
"2021-12-01 00:00:00","r","3942"
"2021-12-01 00:00:00","go","785"
"2021-12-01 00:00:00","swift","1687"
